0	30.356
0.000694444	30.356
0.001388889	30.457
0.002083333	30.457
0.002777778	30.558
0.003472222	30.659
0.004166667	30.76
0.004861111	30.76
0.005555556	30.862
0.00625	30.963
0.006944444	30.963
0.007638889	30.963
0.008333333	30.963
0.009027778	31.064
0.009722222	31.064
0.010416667	31.064
0.011111111	31.166
0.011805556	31.166
0.0125	31.268
0.013194444	31.268
0.013888889	31.268
0.014583333	31.37
0.015277778	31.37
0.015972222	31.37
0.016666667	31.37
0.017361111	31.472
0.018055556	31.472
0.01875	31.472
0.019444444	31.472
0.020138889	31.472
0.020833333	31.472
0.021527778	31.472
0.022222222	31.472
0.022916667	31.472
0.023611111	31.472
0.024305556	31.574
0.025	31.574
0.025694444	31.574
0.026388889	31.574
0.027083333	31.574
0.027777778	31.574
0.028472222	31.574
0.029166667	31.574
0.029861111	31.574
0.030555556	31.574
0.03125	31.574
0.031944444	31.574
0.032638889	31.574
0.033333333	31.574
0.034027778	31.574
0.034722222	31.574
0.035416667	31.574
0.036111111	31.574
0.036805556	31.574
0.0375	31.574
0.038194444	31.574
0.038888889	31.574
0.039583333	31.574
0.040277778	31.574
0.040972222	31.574
0.041666667	31.574
0.042361111	31.574
0.043055556	31.574
0.04375	31.574
0.044444444	31.574
0.045138889	31.574
0.045833333	31.574
0.046527778	31.676
0.047222222	31.676
0.047916667	31.676
0.048611111	31.676
0.049305556	31.676
0.05	31.676
0.050694444	31.676
0.051388889	31.676
0.052083333	31.676
0.052777778	31.676
0.053472222	31.676
0.054166667	31.676
0.054861111	31.676
0.055555556	31.676
0.05625	31.676
0.056944444	31.676
0.057638889	31.676
0.058333333	31.676
0.059027778	31.676
0.059722222	31.676
0.060416667	31.676
0.061111111	31.676
0.061805556	31.676
0.0625	31.676
0.063194444	31.676
0.063888889	31.676
0.064583333	31.676
0.065277778	31.676
0.065972222	31.676
0.066666667	31.676
0.067361111	31.676
0.068055556	31.676
0.06875	31.676
0.069444444	31.676
0.070138889	31.676
0.070833333	31.676
0.071527778	31.676
0.072222222	31.676
0.072916667	31.676
0.073611111	31.676
0.074305556	31.676
0.075	31.778
0.075694444	31.778
0.076388889	31.778
0.077083333	31.778
0.077777778	31.778
0.078472222	31.778
0.079166667	31.778
0.079861111	31.778
0.080555556	31.778
0.08125	31.778
0.081944444	31.778
0.082638889	31.778
0.083333333	31.778
0.084027778	31.778
0.084722222	31.778
0.085416667	31.778
0.086111111	31.778
0.086805556	31.778
0.0875	31.778
0.088194444	31.778
0.088888889	31.778
0.089583333	31.778
0.090277778	31.778
0.090972222	31.778
0.091666667	31.778
0.092361111	31.778
0.093055556	31.778
0.09375	31.778
0.094444444	31.778
0.095138889	31.778
0.095833333	31.778
0.096527778	31.778
0.097222222	31.778
0.097916667	31.778
0.098611111	31.778
0.099305556	31.778
0.1	31.778
0.100694444	31.778
0.101388889	31.778
0.102083333	31.778
0.102777778	31.778
0.103472222	31.778
0.104166667	31.778
0.104861111	31.778
0.105555556	31.778
0.10625	31.778
0.106944444	31.778
0.107638889	31.778
0.108333333	31.778
0.109027778	31.778
0.109722222	31.778
0.110416667	31.778
0.111111111	31.778
0.111805556	31.778
0.1125	31.778
0.113194444	31.778
0.113888889	31.778
0.114583333	31.778
0.115277778	31.778
0.115972222	31.778
0.116666667	31.778
0.117361111	31.778
0.118055556	31.778
0.11875	31.778
0.119444444	31.778
0.120138889	31.778
0.120833333	31.778
0.121527778	31.778
0.122222222	31.778
0.122916667	31.778
0.123611111	31.778
0.124305556	31.778
0.125	31.778
0.125694444	31.778
0.126388889	31.778
0.127083333	31.778
0.127777778	31.778
0.128472222	31.778
0.129166667	31.676
0.129861111	31.676
0.130555556	31.676
0.13125	31.676
0.131944444	31.676
0.132638889	31.676
0.133333333	31.676
0.134027778	31.676
0.134722222	31.676
0.135416667	31.676
0.136111111	31.676
0.136805556	31.676
0.1375	31.676
0.138194444	31.676
0.138888889	31.676
0.139583333	31.676
0.140277778	31.676
0.140972222	31.676
0.141666667	31.676
0.142361111	31.676
0.143055556	31.676
0.14375	31.676
0.144444444	31.676
0.145138889	31.676
0.145833333	31.676
0.146527778	31.676
0.147222222	31.676
0.147916667	31.676
0.148611111	31.676
0.149305556	31.676
0.15	31.676
0.150694444	31.676
0.151388889	31.676
0.152083333	31.574
0.152777778	31.574
0.153472222	31.574
0.154166667	31.574
